ALink,SName,SLink,Lyric,language
te amar.",pt
/tomate/,Te Espero No Farol,/tomate/te-espero-no-farol.html,"Te espero no farol
Pra ver o sol se pôr
Fazer denguinho
Fazer declaração de amor

Te espero no farol
Pra ver o sol se pôr
Fazer amor, fazer amor

Sei que um dia vai lembrar
O tanto que eu te quis
Eu sei você vai ver
Mas eu tenho que aceitar viver sem teu olhar
Não posso resistir

Vem pra perto de mim
Faz o tempo parar
Faz tudo acontecer
Vou te fazer carinhos
Até o amanhecer

Te espero no farol
Pra ver o sol se pôr
Fazer denguinho
Fazer declaração de amor

Te espero no farol
Pra ver o sol se pôr
Fazer amor,fazer amor

Sei que um dia vai lembrar
O tanto que eu te quis
Eu sei você vai ver
Mas eu tenho que aceitar viver sem teu olhar não posso resistir

te espero no farol
pra ver o sol se pôr
fazer denguinho fazer declaraçao de amor

te espero no farol
pra ver o sol se pôr
fazer amor,fazer amor",pt
/tomate/,Parará,/tomate/parara.html,"Parará, Parararara, Pararara, Para Papa!
Parará, Parararara, Pararara, Para Papa!

Ei, vou te mostrar o meu poder
E você vai pirar, enlouquecer
Desejar o meu amor
Sei, preciso ouvir dizer que sim
Sei que nunca vai mentir para mim
O seu olhar já revelou
Te levar pra dar uma volta no meu mundo
Desvendar os sentimentos mais profundos
Nessa onda, se quiser, pode pedir
I?m so good!
Vai amor, me faz sentir tudo de novo
Me dá um beijo bem gostoso
Só teu sabor me satisfaz

Vai amor, invade o meu corpo
Tem que ser agora, vê se não demora
Eu vou te amar",pt
/tomate/,Vai Amor,/tomate/vai-amor.html,"Parara Pararara
Parara Parapapa
Parara Pararara
Parara Parapapa

Ei eu vou te mostrar o meu poder
E você vai pirar, enlouquecer
E desejar o meu amor
Sei, preciso ouvir dizer que sim
Sei que nunca vai mentir pra mim
O seu olhar já revelou

Vou te levar pra da uma volta no meu mundo
Desvendar os sentimentos mais profundos
Nessa onda se quiser
Pode pedir I'm so good

Vai amor
Me faz sentir tudo de novo
Me da um beijo bem gostoso
Só teu sabor me satisfaz
Vai amor
Invade o meu corpo
E tem que ser agora
vê se não demora
Vou te amar

Parara Pararara
Parara Parapapa
Parara Pararara
Parara Parapapa",pt
/tomate/,Medo Bobo,/tomate/medo-bobo.html,"Iê Iê Iê Iê Iê Iê Iêê

Ah, esse som de voz eu reconheço
Mistura de medo e desejo
Tô aplaudindo a sua coragem de me ligar

Eu pensei que só tava alimentando
Uma loucura da minha cabeça
Mas quando ouvi sua voz
Respirei aliviado

Quanto amor guardado tanto tempo
A gente se prendendo à toa
Por conta de outra pessoa
Só da pra saber se acontecer

É, e na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes

É na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes
No fundo sempre fomos bons amantes

É o fim daquele medo bobo

Tanto amor guardado quanto tempo
A gente se prendendo à toa
Por conta de outra pessoa
Só da pra saber se acontecer

É, e na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes

E na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes
No fundo sempre fomos bons amantes

É o fim daquele medo bobo
Iê Iê
Daquele medo bobo",pt
/tomate/,Cuida de Mim,/tomate/cuida-de-mim.html,"Foi o seu amor que me deixou tão bobo
Dos seus carinhos preciso de novo
Vem eu quero te beijar,
Te levar pro céu
Sem o teu calor estou ficando louco
Procuro sempre um jeito de esquecer um pouco
Vem eu quero te beijar, te amar, te amar

Linda, cuida de mim
Só me faz rir
Meu coração entrego a ti

Não suporto mais viver sem você
Esse vazio assombra e me faz sofrer
Venha me livrar da dor com seu amor, amor, amor
Nesse desespero que me invade fiz essa canção
Pra expressar o meu coração
Te provando o meu amor, amor, amor, amor

Linda, cuida de mim
Só me faz rir
Meu coração entrego a ti

Cuida de mim
Só me faz rir
Meu coração te entrego! < bis >",pt
/tomate/,Pout-pourri: País Tropical / Fio Maravilha / Saideira / Sonífera Ilha,/tomate/pout-pourri-pais-tropical-fio-maravilha-saideira-sonifera-ilha.html,"Moro num país tropical
Abençoado por Deus
E bonito por natureza
Mas que beleza
Em fevereiro
Em fevereiro, tem carnaval
Tem carnaval,
Sou Flamengo e tenho uma nega chamada teresa (2x)
sambaby, sambaby,
Posso não ser um ""band leader""
Pois é
Mas lá em casa todos meus amigos,
Meus camaradinhas me respeitam,
Pois é
E essa é a razão da simpatia,
Do poder, do algo mais e da alegria
Moro num país tropical
Abençoado por Deus
E bonito por natureza,
Mas que beleza em fevereiro, em fevereiro
Tem carnaval,
Tem carnaval tenho um fusca e um violão
Sou Flamengo e tenho uma nega chamada Teresa

-

Foi um gol de anjo um verdadeiro gol de placa
Que a galera agradecida assim cantava
Foi um gol de anjo um verdadeiro gol de placa
Que a galera agradecida assim cantava

Fio maravilha,
Nós gostamos de você
Fio maravilha,
Faz mais um pra gente ver

E novamente ele chegou
Com inspiração
Com muito amor, com emoção, com explosão em gol
Sacudindo a torcida aos 33 minutos
Do segundo tempo

Depois de fazer uma jogada celestial em gol
Tabelou, driblou dois zagueiros
Deu um toque driblou o goleiro
Só não entrou com bola e tudo
Porque teve humildade em gol

Foi um gol de classe onde ele mostrou
Sua malícia e sua raça
Foi um gol de anjo um verdadeiro gol de placa
Que a magnetica agradecida assim cantava

Fio maravilha,
Nós gostamos de você
Fio maravilha,
Faz mais um pra gente ver

-

Tem um lugar diferente
Lá depois da saideira
Quem é de beijo, beija
Quem é de luta, capoeira
Tem um lugar diferente
Lá depois da saideira
Tem homem que vira macaco
E mulher que vira freira

Comandante! Capitão! Tio! Brother! Camarada !
Chefia! Amigão!
Desce mais uma rodada
Comandante! Capitão! Tio! Brother! Camarada!
Chefia! Amigão!
Desce mais uma rodada

Desce mais
Desce mais

Tem um lugar diferente
Lá depois da saideira
Tem bandeira que recolhe
Tem bandeira que hasteia
Tem um lugar diferente
Lá depois da saideira
É tomando uma gelada
Que se cura a bebedeira

Comandante! Capitão! Tio! Brother! Camarada!
Chefia! Amigão!
Desce mais uma rodada
Comandante! Capitão! Tio! Brother ! Camarada !
Chefia! Amigão!
Desce mais uma rodada

Tem um lugar diferente
Lá depois da saideira
Quem é de beijo, beija
Quem é de luta, capoeira

Tem um lugar diferente
Lá depois da saideira
Tem homem que vira macaco
E mulher que vira freira

Comandante! Capitão! Tio! Brother! Camarada!
Chefia! Amigão!
Desce mais uma rodada
Comandante! Capitão! Tio! Brother! Camarada!
Chefia! Amigão!
Desce mais uma rodada

-

Não posso mais viver assim ao seu ladinho
Por isso colo meu ouvido no radinho de pilha
Pra te sintonizar sozinha, numa ilha.

Sonífera ilha
Descansa meus olhos
Sossega minha boca
Me enche de luz

Sonífera ilha
Descansa meus olhos
Sossega minha boca
Me enche de luz


Áquila Leite",pt
/tomate/,Eu Te Amo Porra,/tomate/eu-te-amo-porra.html,"Mulheres falam demais, gritam demais
mas não consigo viver sem elas
E pra declarar o meu amor minha paixão
eu vou berrar, um palavrão

Eu te amo PORRA
Eu te amo PORRA
Eu não consigo viver sem essa mulher
Eu faço tudo do jeitinho que ela quer

Eu gosto de reggae ela gosta de pagode
Mas preciso conquistar essa menina
Levei-a no buteco e ofereci uma dose
Ela me disse: Vamos pro pagode!
Chegando no pagode ela chamou atenção
Usando mini saia cor de rosa com limão
Chamei vamos pro reggae, jah jah jah ô
Chamei vamos pro reggae, jah jah jah ô
Chamei vamos pro reggae que eu não sei dançar pagode
Ela me disse: Se vira, sacode!

Mulheres falam demais, gritam demais
mas não consigo viver sem elas
E pra declarar o meu amor minha paixão
eu vou berrar, um palavrão

Eu te amo PORRA
Eu te amo PORRA
Eu não consigo viver sem essa mulher
Eu faço tudo do jeitinho que ela quer



f.f.",pt
/tomate/,Coração,/tomate/coracao.html,"Iô iô iô! Iô iô iô iô!
Iô iô iô! Iô iô iô iô!

Coração,
Para quê se apaixonou
Por alguém
Que nunca te amou
Alguém que nunca
Vai te amar...?!

Eu vou fazer promessas
Para nunca mais amar
Alguém que só
Quer me vê sofrer...
Alguém que só
Quer me vê chorar...

Preciso sair dessa
Dessa de me apaixonar
Por quem só
Quer me fazer sofrer...
Por quem só
Quer me fazer chorar...

É tão ruim
Quando alguém
Machuca a gente...
O coração fica doente
Sem jeito até
Pra conversar...

Dói demais!
E só quem ama sabe e sente
O que se passa em nossa mente
Na hora de deixar rolar...

Nunca mais
Eu vou provar
Do teu carinho!
Nunca mais
Eu vou poder te abraçar!
Ou será
Que eu vivo bem melhor sozinho?!
E se for
Mais fácil assim
Pra perdoar...

O amor
Às vezes só confunde a gente
Não sei!
Com você pode ser
Bem diferente...
O amor
Às vezes só machuca a gente
Não sei!
Com você pode ser
Diferente...

Coração,
Para quê se apaixonou
Por alguém
Que nunca te amou
Alguém que nunca
Vai te amar...?!
Coração,
Para que se apaixonou
Por alguém
Que nunca te amou
Alguém que nunca
Vai te amar...?!

Nunca mais
Eu vou provar
Do teu carinho!
Nunca mais
Eu vou poder te abraçar!
Ou será
Que eu vou viver melhor sozinho?!
E se for
Mais fácil assim
Pra perdoar...

O amor
Às vezes só confunde a gente
Não sei!
Com você pode ser
Bem diferente...
O amor
Às vezes só confunde a gente
Não sei!
Com você pode ser
Diferente...

Coração,
Para quê se apaixonou
Por alguém
Que nunca te amou
Alguém que nunca
Vai te amar...?!

Coração,
Canta, Coração!
Coração,
Pára de se apaixonar!
Coração!
Ô, canta, coração!
Canta, coração!
Coração!...",pt
/tomate/,Girassol,/tomate/girassol.html,"Deixa eu ser teu beija-flor
quero sentir teu mel teu sabor
Vou te regar no amanhecer
me desabrochar, beijar você

Eu peço ao girassol
para desabrochar com o amor
e na manhã de sol
poder regar a minha flor

No lindo azul do teu olhar
eu vejo refletir o mar
eu posso até me afogar
tentando te reconquistar

Eu me sinto sozinho
sem você em meus braços
sou como um pássaro
sem poder voar

Vem de volta pra casa
que eu vou te esperar
óh meu girassol
voltar pra mim no pôr do sol

Deixa eu ser teu beija-flor
quero sentir teu mel teu sabor
Vou te regar no amanhecer
me desabrochar, beijar você

Deixa eu ser teu beija-flor
quero sentir teu mel teu sabor
Vou te regar no amanhecer
me desabrochar, beijar você

Eu peço ao girassol
para desabrochar com o amor
e na manhã de sol
poder regar a minha flor

No lindo azul do teu olhar
eu vejo refletir o mar
eu posso até me afogar
tentando te reconquistar

Eu me sinto sozinho
sem você em meus braços
sou como um pássaro
sem poder voar

Vem de volta pra casa
que eu vou te esperar
óh meu girassol
voltar pra mim no pôr do sol

Deixa eu ser teu beija-flor
quero sentir teu mel teu sabor
Vou te regar no amanhecer
me desabrochar, beijar você

Deixa eu ser teu beija-flor
quero sentir teu mel teu sabor
Vou te regar no amanhecer
me desabrochar, beijar você

Vou te regar no amanhecer
me desabrochar, beijar você

Vou te regar no amanhecer
me desabrochar, beijar você",pt
/tomate/,Princesinha,/tomate/princesinha.html,"Princesa, princesinha, Cinderela
Princesa, princesinha, Cinderela

Sai pra bater perna, pra cortar cabelo
Pra fazer a unha e coisa e tal
Só anda na moda, sabe que é gostosa
Um banho de loja e nada mal
À noite tem balada, alegria, se disfarça
Uma pose natural

Princesa, princesinha, Cinderela
Princesa, princesinha, Cinderela

Não aguento mais, não consigo mais
Viver com medo dessa mina
Tudo que ela faz sempre me satisfaz
Seu papo reto me alucina
À noite tem balada, eu só vou por causa dela
Pra ficar louco com o seu rebolado!

Princesa, princesinha, Cinderela
Princesa, princesinha, Cinderela

Quem é ela? Que passa e me deixa a vontade de saber
Quem é ela? Que passa e me deixa a vontade de viver

Não aguento mais, não consigo mais
Viver com medo dessa mina
Tudo que ela faz sempre me satisfaz
Seu papo reto me alucina
À noite tem balada, eu só vou por causa dela!
Pra ficar louco com o seu rebolado!",pt
/tomate/,Iemanjá,/tomate/iemanja.html,"Iemanjá, Iemanjá, Iemanjá
Rainha do mar
Iemanjá, Iemanjá, Iemanjá
Rainha do mar

Eu viajo o mundo inteiro
Levando a bandeira que fala de amor
Orgulho e ser brasileiro
Um filho guerreiro de São Salvador

Eu quero mais paz e respeito
Menos preconceito eu tenho valor

Me leva pro mar ô mãe
Me ensina a pescar ô mãe
Iemanjá mãe de Salvador

Iemanjá, Iemanjá, Iemanjá
Rainha do mar
Iemanjá, Iemanjá, Iemanjá
Rainha do mar

Me leva pro mar ô mãe
Me ensina a pescar ô mãe
Iemanjá mãe de Salvador

Iemanjá, Iemanjá, Iemanjá
Rainha do mar
Iemanjá, Iemanjá, Iemanjá
Rainha do mar",pt
/tomate/,Morena Tropicana,/tomate/morena-tropicana.html,"Da manga rosa
Quero gosto e o sumo.
Melão maduro, sapoti, juá.
Jaboticaba, teu olhar noturno;
Beijo travoso de umbú cajá.

Pele macia,
Ai! carne de cajú!
Saliva doce, doce mel,
Mel de uruçú.

Linda morena,
Fruta de vez temporana,
Caldo de cana caiana,
Vem me desfrutar!
Linda morena,
Fruta de vez temporana,
Caldo de cana caiana,
Vou te desfrutar!

Morena Tropicana,
Eu quero teu sabor.
Ai! Ai! Ioiô! Ioiô! (2x)

Da manga rosa
Quero gosto e o sumo.
Melão maduro, sapoti, juá.
Jaboticaba, teu olhar noturno;
Beijo travoso de umbú cajá.

Pele macia,
Ai! carne de cajú!
Saliva doce, doce mel,
Mel de uruçú.

Linda morena,
Fruta de vez temporana,
Caldo de cana caiana,
Vou te desfrutar!
Linda morena,
Fruta de vez temporana,
Caldo de cana caiana,
Vem me desfrutar!

Morena Tropicana,
Eu quero teu sabor.
Ai! Ai! Ioiô! Ioiô! (2x)

Morena Tropicana,
Eu quero teu sabor.
Ai! Ai! Ioiô! Ioiô! (2x)

Da manga rosa
Quero gosto e o sumo.
Melão maduro, sapoti, juá.
Jaboticaba, teu olhar noturno;
Beijo travoso de umbú cajá.

Pele macia,
Ai! carne de cajú!
Saliva doce, doce mel,
Mel de uruçú.

Linda morena,
Fruta de vez temporana,
Caldo de cana caiana,
Vou te desfrutar!
Linda morena,
Fruta de vez temporana,
Caldo de cana caiana,
Vem me desfrutar!

Morena Tropicana,
Eu quero teu sabor.
Ai! Ai! Ioiô! Ioiô! (2x)
Morena Tropicana!...",pt
/tomate/,Eu Não Vou Embora,/tomate/eu-nao-vou-embora.html,"E a banda ta boa
Ninguém vai sair desse lugar
quem não veio, perdeu!
A festa não pára!
Ficar com você no meio da multidão
É mais que prazer
É pura emoção!

ÔÔ, ÔÔ, ÔÔ

Eu não vou embora
Eu não vou embora
Eu não vou embora
Eu não vou embora

Quem tá feliz
Levante a mão
Quem tá feliz
Dá um gritão!

Eu não vou embora
Eu não vou embora
Eu não vou embora
Eu não vou embora

E a banda ta boa
Ninguém vai sair desse lugar
quem não veio, perdeu!
A festa não pára!
Dançar com você no meio da multidão
É mais que prazer
É pura emoção!",pt
/tomate/,Sem Radar,/tomate/sem-radar.html,"É só me recompor
Mas eu não sei quem sou
Falta um pedaço teu
Preciso me achar
Mas em qualquer lugar estou
Voando sem direção eu vou
Eu sigo sem radar
Voando a procurar
Quem sabe um indício teu
Queimando toda fé
Seja o que Deus quiser eu sei
Que amargo é o mundo sem você

Você me entorpeceu
E desapareceu
Vou ficando sem ar
O mundo me esqueceu
O sol escureceu
Vou ficando sem ar
Esperando você voltar

Escrevendo minha própria lei
Desesperadamente eu sei
Tentando aliviar
Tentando não chorar
Por mais que eu tente esquecer
Memórias vêm me enlouquecer
Minha sentença é você",pt
/tomate/,Dona do Meu Coração,/tomate/dona-do-meu-coracao.html,"Você é meu grande amor,
Você é minha paixão,
Você é o que preciso dona do meu coração.

Mais se você não existisse eu não estaria aqui,
Sem você não faz sentido eu prefiro sumi,
Você é meu amor minha paixão,
Mais você é a minha vida e eu só sei te amar,
Se você não esta por perto vou te procura,
Te pesso por favo não diga não,
Diga logo que me ama e que vai volta,
To pedido seu perdão venha me salva.

Te pesso por favo não diga não e volta logo pro meu coração.

Você é meu grande amor,
Você é minha paixão,
Você é o que preciso dona do meu coração.

Mais se você não existisse eu não estaria aqui,sem você
não faz sentido eu prefiro sumi,
Você é meu amor minha paixão,
Você é a minha vida e eu só sei te amar,
Se você não esta por perto vou te procura,
Te pesso por favo não diga não,
Diga logo se me ama e que vai volta,
To pedindo seu perdão venha me salvaaaa...

Te pesso por favor não diga não e volta logo pro meu coração.",pt
/tomate/,E Agora?,/tomate/e-agora.html,"E o telefone já não toca mais
Estou sentindo a falta de você
Meu bem já sabes que te amo demais
Queria está ao lado pra saber
Se um dia a gente ainda vai se encontrar
Pra falar, conversar
Dos momentos bons
Que não consigo esquecer

E agora ?
Me diz o que é que eu faço com esse amor
Agora ?
Porque é que tudo isso se acabou
E agora ?
Me diz O que é que eu faço com meu coração que está chorando.

E agora ?
Me diz o que é que eu faço com esse amor
Agora ?
Porque é que tudo isso se acabou
E agora ?
O que é que eu faço com meu coração que está chorando.

E o telefone já não toca mais
Estou sentindo a falta de você
Meu bem já sabes que te amo demais
Queria está ao lado pra saber
Se um dia a gente ainda vai se encontrar
Pra falar, conversar
Dos momentos bons
Que não consigo esquecer

E agora ?
Me diz o que é que eu faço com esse amor
Agora ?
Porque é que tudo isso se acabou
E agora ?
O que é que eu faço com meu coração que está chorando.

E agora ?
Me diz o que é que eu faço com esse amor
Agora ?
Porque é que tudo isso se acabou
E agora ?
Me diz O que é que eu faço com meu coração que está chorando.

E agora ?
Me diz o que é que eu faço com esse amor
Agora ?
Porque é que tudo isso se acabou
E agora ?
O que é que eu faço com meu coração que está chorando.


By: Lorrayne",pt
/tomate/,Uh Bebê,/tomate/uh-bebe.html,"Menina ta na hora de fazer Uh bebê, Uh bebê
Menina se você chamar eu vou, fazer amor, fazer amor (4x)
Ou na cama, na sala, na rede, no capô do carro a gente vai se amar, Uh lelê
Eu te pego do jeito gostoso, safado e maneiro pra te enlouquecer, vou te dar prazer
To querendo mais, você pede mais outra vez, outra vez
To querendo mais, você pede mais , outra vez
Depois desse romance nós dois viramos três

Menina ta na hora de fazer Uh bebê, Uh bebê
Menina se você chamar eu vou, fazer amor, fazer amor (2x)

To querendo mais, você pede mais , outra vez
To querendo mais, você pede mais, outra vez
Depois desse romance nós dois viramos três

Menina ta na hora de fazer Uh bebê, Uh bebê
Menina se você chamar eu vou, fazer amor, fazer amor (2x)


Gabriella Rosa",pt
/tomate/,Anjo Bom,/tomate/anjo-bom.html,"E a gente vai fazer um carnaval
Uma alegria, amor sem fim
Oh meu anjo bom,quero você perto de mim. (2x)

Tão longe de você
Mas vou voltar,oh meu amor
Não se esqueça de mim
Eu quis ficar perto de você e não sair
Mas a vida quis assim

Não tarda o sol vai iluminar o nosso amor
E a saudade vai ter fim
Eu vou cantar, nossa canção de amor
E vai ser tudo de bom

E a gente vai fazer um carnaval
Uma alegria, amor sem fim
Oh meu anjo bom, quero você perto de mim.",pt
/tomate/,A Cada Segundo,/tomate/a-cada-segundo.html,"No balanço da rede
Estou deitado ao som da chuva
Lembranças me fazem perceber
Que cada segundo da minha vida
Estou me desligando de você
E a saudade é o que conta mais

Se até o relógio não trabalha sem a bateria
Imagina eu longe de você
Ao som das ondas desse amar é poesia
Eu faço a nossa história acontecer
Sair do faz de conta então

Lá vem a chuva, chuva de verão
Que leva o amor
Me deixa na solidão aqui
Te esperando voltar

E quando o inverno chegar
E você voltar pra mim
Eu quero por um final
Eu não aguento assim
E a cada segundo então
Que deixo passar em vão
Te perco de novo",pt
/tomate/,A Gente Se Vê Depois da Chuva,/tomate/a-gente-se-ve-depois-da-chuva.html,"Uma mentira e o tempo fechou
Se eu errei amor desculpe por favor
Já tentei de todo jeito te tirar dentro do peito
Já não sei viver sem teu perdão

Não paro de pensar
Te vejo em cada olhar
Não sei viver sem esse sentimento
Por você, é você

a gente se vê depois da chuva
A gente se vê depois da Chuva
a gente se vê depois que o dia clarear
Pode o tempo passar
Pode secar o mar
Não importa o que aconteça
Vou te encontrar

by Kekebh",pt
/tomate/,Agora Eu Tô Na Tua,/tomate/agora-eu-to-na-tua.html,"Música latino-americana,
com guitarra baiana, baiana.
Tava passeando pela feira,
encontrei meu amor na ladeira, ladeira. (2x)

Tem feitiço o teu olhar, amor.
Nem precisa me chamar, que eu vou. (2x)

Agora eu tô na sua,
e você tá na minha.
A minha boca é só sua,
a sua boca é só minha (2x)

Música latino-americana,
com guitarra baiana, baiana.
Tava passeando pela feira,
encontrei meu amor na ladeira, ladeira.

Música latino-americana,
com guitarra baiana, baiana.
Tava perdido pela feira,
encontrei meu amor na ladeira, ladeira.

Agora eu tô na sua,
e você tá na minha.
A minha boca é só sua,
a sua boca é só minha (2x)

Tem feitiço o teu olhar, amor.
Nem precisa me chamar, que eu vou. (2x)

Agora eu tô na sua,
e você tá na minha.
A minha boca é só sua,
a sua boca é só minha (4x)

By : Fernanda Del Penho .",pt
/tomate/,Amor Pra Toda Vida,/tomate/amor-pra-toda-vida.html,"You, you.. uuu
Amor pra toda vida.
You, you..
Amor pra vida

Gosto quando você vem
E mostra todo teu carinho...
Mas não sabe o que falar
Gosto quando você vem
Com esse jeito de criança
Seu corpo quer me contar...

Me devora...
Não demora...

Gosto quando você liga
E fica até de madrugada
Propondo tudo ou nada..

Gosto de te provocar
Gosto de te ver no cio
Pra gente então se calar

Me devora...
Não demora
You uu uuu
Amor pra toda vida
You uuu
Amor pra vida

E preciso verdade pra se sentir completo
E preciso de amor pra poder ser sincero
E eu vou caminhando sem ter medo de nada
Se você vem comigo

Vem sem hora marcada
Youu uuu
Amor pra toda vida.",pt
/tomate/,Aprendendo Amar,/tomate/aprendendo-amar.html,"I love you baby
I love you baby, I
Eu to aprendendo
Um dia eu vou gostar de quem gosta de mim

Quando eu quiser sentir teu cheiro
Eu vou correndo la no meu jardim
Vou pegar as flores que voce plantou um dia pra mim
Quando eu quiser sentir teu gosto
Algodão doce me sinto no céu
Quando eu quiser ouvir sua voz
Eu canto e a tristeza espanto

A vida é muito curta
O tempo vai passando
Coração não bate, so ta apanhando
E quem ganha com isso
é o meu amor

I love you baby
I love you baby, I
Eu tô aprendendo
Um dia eu vou gostar de quem gosta de mim",pt
/tomate/,Assim Não Vale,/tomate/assim-nao-vale.html,"Se estiver dormindo me acorde
Entre sem bater, fique à vontade
Quero ouvir você dizer que sente saudades de mim
Pelo telefone assim não vale
Quero ver de perto o que me esconde
Pode agora crer que não vou mais desgrudar de você
E assim tudo vai melhorar
Tudo vai pro lugar
Porque eu estou sentindo
Que com você, eu vou chegar mais longe
Que com você, a vida tende a mudar
Que com você, o amor tem cheiro tem nome
Viva o agora não espere a noite que vem...

Deixe de lado todo o seu jeito
Guarde um segredo que é só meu
Queira o que eu quero
Beba o que eu bebo
Fique sabendo que agora estou sentindo..
Que com você eu vou chegar mais longe
Que com você a vida tende a mudar
Que com você o amor tem cheiro, tem nome
Viva o agora não espere a noite que vem...",pt
/tomate/,Balançaê,/tomate/balancae.html,"Hei, vem ver! vem ver! vem ver o caminhão passar
O terreiro cantar pro mar
Vem ver o chão tremer ê, ê...

Tem gente que sobe e que desce ladeira
Pra ver como é
O trio quando passa levanta a poeira
Sacode a maré
Vem gente de todo canto
Pra ver de perto esse encanto
Pra balançar

Balaçaê, Balançaê papá
Balançaê
Quero ver sacudir derrubar
Balançaê
Quero ver sacudir derrubar
Balançaê
Quero ver, quero ver balançar",pt
/tomate/,Café Com Pão,/tomate/cafe-com-pao.html,"Por essa nêga
Eu ponho roupa nova
Uso óculos escuros
Desço do muro
Ela sabe me fazer feliz
Nega!
Óculos escuros
Na parede, na parede, na parede do meu sonho

Ela pintou alegria
Arrumou tudo em mim
Café com pão é bom
A brasileira é brasileira a brasileira

REFRÂO
Vixe mainha, ó neguinha
Tudo é tão bom
Ioiô mainha, ó neguinha
Tudo é tempo (2 vezes)

Por essa nêga
Eu ponho roupa nova
Uso óculos escuros
Desço do muro
Ela sabe me fazer feliz
Nega!
Óculos escuros
Na parede, na parede, na parede do meu sonho

Ela pintou alegria
Arrumou tudo e
m mim
Café com pão é bom
A brasileira é brasileira a brasileira

REFRÂO
Vixe mainha, ó neguinha
Tudo é tão bom
Ioiô mainha, ó neguinha
Tudo é tempo (2 vezes)

E tempo é tudo
Tudo é tempo
E tempo é nada
Tudo é tempo
E tempo é tudo
Tudo é tempo
E tempo é nada
Tudo é tempo
E tempo e tudo,
Tempo e tudo
E tempo é nada,
Tudo é tempo
E tempo é tudo!

REFRÂO
Vixe mainha, ó neguinha
Tudo é tão bom
Ioiô mainha, ó neguinha
Tudo é tempo (2 vezes)

Nega!

by:
keL negaaa do Tomate!!",pt
/tomate/,Cheirinho da Vovó,/tomate/cheirinho-da-vovo.html,"Ouvi dizer que carnaval é na Bahia
Em fevereiro vou mudar pra salvador
Meu pai me disse pra eu transar com camisinha
Tomar cuidado com o cheirinho da vovó

Vovô me mata se eu me esquecer do cheirinho da vovó
Papai me capa se em fevereiro eu deixa a velinha só

Me deixe, me largue que eu pulo contente
Com o cheirinho da vovó
Me deixe, me largue que eu sou inocente
Com o cheirinho da vovó

Vovô dizia, vovô dizia
Cuidado com o cheirinho da vovó
Papai dizia, eu já sabia
Que é esse talquinho tem o cheiro da vovó

Cheiroso é
O talquinho da vovó
Quem usa pode
Quem não usa fica só.",pt
/tomate/,Chove lá fora,/tomate/chove-la-fora.html,"Você levou meu coração
E me deixou aqui, na solidão
Não sei porque faz assim
Se não me quer, por que fugir de mim?

E agora chove lá fora e eu, aqui estou sem você
Agora chove lá fora e eu, aqui estou sem você

Eu vou esquecer de tudo, vou sair do seu mundo
Eu vou tentar te esquecer
Mas na memória ainda resta o teu perfume
Não sei se vou sobreviver

E agora chove lá fora e eu, aqui estou sem você
Agora chove lá fora e eu, aqui estou sem você
Sem você

Não sei o que fazer, perdi até meu chão
Te dei o meu amor, você partiu meu coração",pt
/tomate/,Despertar,/tomate/despertar.html,"Não vou fugir dos meus ideais
Das minhas crenças e nada mais
Não quero ser um bom rapaz
Na minha história não volto atrás
Se quer saber pra onde eu vou
Venha comigo, viver de amor

Há muito tempo nessa estrada
conhecendo o meu país
vou seguindo a caminhada
sou dono do meu nariz
Um segundo é quase nada
pra viver e ser feliz sozinho
Todos juntos de mãos dadas
ser feliz é pra quem vive junto

Vamos seguir em frente
vamos chamar mais gente
quem sabe um dia consciência vem
Amor e esperança sorriso de criança
pro nosso mundo despertar

Vamos seguir em frente
vamos chamar mais gente
quem sabe um dia consciência vem
Amor e esperança sorriso de criança
pro nosso mundo despertar",pt
/tomate/,Disco de Raul,/tomate/disco-de-raul.html,"Você jogou fora
Aquele meu disco de Raul
Me deu vontade de mandar você...
comprar o de Roberto

Você gosta de Mozart
Eu de Nara Costa
Vai pro show de Madonna
Mas eu prefiro Ivete
Come caviar
Bolsa Luis Vuitton
Eu gosto mesmo é de
Arrocha, arrocha

Você jogou fora
Aquele meu disco de Raul
Me deu vontade de mandar você...
comprar o de Roberto
Você jogou fora
Aquele meu disco de Raul
Me deu vontade de mandar você...
comprar o de Roberto",pt
